,Pclass,SibSp,Parch,Sex_female,Sex_male,Age_Children,Age_Teenage,Age_Adult,Age_Elder,Embarked_C,Embarked_Q,Embarked_S,Fare_Low_fare,Fare_median_fare,Fare_Average_fare,Fare_high_fare
813,3,4,2,1,0,1,0,0,0,0,0,1,0,0,0,1
814,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
815,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
816,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
817,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1
818,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
819,3,3,2,0,1,1,0,0,0,0,0,1,0,0,1,0
820,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1
821,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
822,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
823,3,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
824,3,4,1,0,1,1,0,0,0,0,0,1,0,0,0,1
825,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
826,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
827,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1
828,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
829,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
830,3,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
831,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
832,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
833,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
834,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
835,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
836,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
837,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
838,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
839,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
840,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
841,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
842,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
843,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
844,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
845,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
846,3,8,2,0,1,0,0,1,0,0,0,1,0,0,0,1
847,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
848,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
849,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
850,3,4,2,0,1,1,0,0,0,0,0,1,0,0,0,1
851,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
852,3,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
853,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
854,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
855,3,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
856,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
857,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
858,3,0,3,1,0,0,0,1,0,1,0,0,0,0,1,0
859,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
860,3,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0
861,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
862,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
863,3,8,2,1,0,0,0,1,0,0,0,1,0,0,0,1
864,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
865,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
866,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
867,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
868,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
869,3,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0
870,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
871,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1
872,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
873,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
874,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
875,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
876,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
877,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
878,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
879,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
880,2,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
881,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
882,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
883,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
884,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
885,3,0,5,1,0,0,0,1,0,0,1,0,0,0,1,0
886,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
887,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
888,3,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0
889,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
890,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
